Marque,Model,Année,Kilométrage,Code Postal,Prix
CITROEN BERLINGO 2 MULTISPACE,II 1.6 E-HDI 90 EXCLUSIVE,2014,148 125 km,27,18 280 €
OPEL GRANDLAND X,1.2 ECOTEC TURBO 131 EDITION,2020,31 320 km,13,22 600 €
TOYOTA COROLLA 12,XII HYBRIDE 122H 5CV DESIGN,2022,3 150 km,94,27 180 €
RENAULT CLIO 4,IV (2) 0.9 TCE 90 ENERGY BUSINESS,2019,67 940 km,68,13 980 €
PEUGEOT 308 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE,2014,112 474 km,40,15 450 €
RENAULT CLIO 4,IV (2) 1.5 DCI 75 ENERGY BUSINESS,2018,45 624 km,31,12 960 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE PACK,2020,14 341 km,91,18 160 €
AUDI A3 (2E GENERATION) SPORTBACK,II (2) SPORTBACK 1.4 TFSI 125 S LINE,2008,180 094 km,95,11 620 €
AUDI A6 (5E GENERATION) AVANT,V AVANT 40 TDI 204 BUSINESS EXECUTIVE S TRONIC,2018,81 335 km,31,45 030 €
BMW X1 F48,(F48) (2) XDRIVE20D M SPORT BVA8,2018,74 388 km,57,43 990 €
VOLKSWAGEN POLO 5,V 1.4 85 CONFORTLINE 5P,2010,84 360 km,92,9 970 €
ABARTH 500 (2E GENERATION),II (2) 1.4 TURBO T-JET 180 595 COMPETIZIONE MSQ,2019,17 923 km,95,26 660 €
AUDI E-TRON SPORTBACK,SPORTBACK 50 QUATTRO AVUS,2019,4 341 km,76,84 570 €
VOLVO XC60,2.4 D 163 SUMMUM,2008,218 536 km,37,14 730 €
AUDI Q5 (2E GENERATION),II 40 TDI 190 S LINE QUATTRO S TRONIC 7,2018,58 579 km,74,46 420 €
FIAT 500 C,II C 1.2 8V 69 LOUNGE,2012,79 202 km,78,8 380 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS EAT8,2017,67 178 km,24,27 950 €
MERCEDES VITO,TOURER PRO 116 CDI 163 LONG 9G-TRONIC 9PL,2019,41 808 km,57,52 860 €
BMW X1 F48,(F48) XDRIVE25D XLINE BVA8,2017,70 008 km,35,33 370 €
AUDI A3 (3E GENERATION) CABRIOLET,III (2) CABRIOLET 1.5 TFSI 150,2017,42 523 km,66,30 980 €
RENAULT KANGOO 2 EXPRESS,II (2) CONFORT ENERGY DCI 75,2015,116 213 km,35,10 830 €
RENAULT MEGANE 3 ESTATE,III (2) ESTATE ENERGY 1.6 DCI 130 FAP BOSE ECO2,2015,179 500 km,66,12 480 €
SKODA RAPID SPACEBACK,SPACEBACK 1.4 TDI 90 GREENTEC AMBITION,2016,109 462 km,57,15 080 €
CITROEN C4 CACTUS,1.6 BLUEHDI 100 S&S SHINE,2016,112 185 km,77,16 220 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK EAT8,2020,7 572 km,40,25 970 €
MINI MINI 3 3P,III COOPER S 192 BVA7 3P,2020,51 726 km,06,35 420 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116D SPORT 5P,2018,98 790 km,59,18 850 €
FORD KUGA 2,II (2) 1.5 ECOBOOST 120 S&S 4X2 TREND,2020,72 820 km,45,21 160 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,2023,12 km,27,21 330 €
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 130 S&S SHINE PACK EAT8,2022,20 076 km,42,33 620 €
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2020,8 322 km,39,19 930 €
MERCEDES GLA,200 FASCINATION,2016,54 461 km,78,31 700 €
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE BV6,2019,8 848 km,42,30 850 €
PEUGEOT 3008,(2) 1.2 PURETECH 130 S&S ALLURE,2018,114 378 km,33,23 060 €
VOLKSWAGEN GOLF 8 SW,VIII SW 2.0 TDI SCR 115 LIFE BV6,2020,10 500 km,01,28 330 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I M SPORT,2019,14 024 km,13,22 450 €
MINI COUNTRYMAN 2,II ONE 102 SALT AUTO-ECOLE BV6,2017,31 149 km,84,28 490 €
PEUGEOT 308 (2E GENERATION) SW,II SW 1.2 PURETECH 130 S&S ALLURE EAT6,2016,71 128 km,33,19 500 €
BMW SERIE 3 E92 COUPE,(E92) COUPE 330I CONFORT,2006,148 547 km,44,19 710 €
BMW SERIE 3 E92 COUPE,(E92) COUPE 330I CONFORT,2006,148 547 km,44,19 710 €
MERCEDES CLASSE E 5,V (2) 220 D AMG LINE 9G-TRONIC,2022,5 850 km,38,76 030 €
MINI MINI 3 5P,III 1.2 ONE 102 5P,2017,18 688 km,34,22 800 €
LEXUS UX,2.0 250H 185 8CV 2WD LUXE,2022,6 113 km,94,37 500 €
VOLKSWAGEN SCIROCCO,SCALA,1990,242 973 km,75,9 310 €
MERCEDES CLASSE B 2,II 220 CDI FASCINATION 7G-DCT,2016,93 750 km,03,27 370 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S FEEL BUSINESS,2019,16 391 km,77,19 580 €
DS DS 7 CROSSBACK,1.6 PURETECH 225 RIVOLI AUTOMATIQUE,2022,7 200 km,78,66 440 €
MINI MINI 3 CLUBMAN,III (2) CLUBMAN 1.5 COOPER 136 CANONBURY BVA7,2020,42 801 km,83,30 010 €
MAZDA CX-30,2.0 SKYACTIV-X M HYBRID 180 4X2 SPORTLINE BVA6,2021,14 468 km,42,32 680 €
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S GT LINE EAT8,2018,52 170 km,63,25 390 €
BMW SERIE 3 E93 CABRIOLET,(E93) CABRIOLET 335IA LUXE,2006,160 508 km,44,20 780 €
MAZDA 3 (4E GENERATION) BERLINE,IV BERLINE 2.0 E-SKYACTIV-X M HYBRID 186 EXCLUSIVE CUIR PURE-WHITE BVA6,2022,4 815 km,87,33 580 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE PACK EAT6,2022,10 289 km,31,25 380 €
VOLKSWAGEN UP!,(2) 1.0 65 LOUNGE 5P,2022,16 706 km,01,14 360 €
VOLVO XC60 (2E GENERATION),II D4 190 ADBLUE MOMENTUM GEARTRONIC 8,2017,83 636 km,78,43 030 €
FORD FOCUS 4,IV (2) 1.0 ECOBOOST 155 S&S MHEV ST-LINE,2023,5 850 km,25,30 400 €
PEUGEOT 508 (2E GENERATION) SW,II 1.6 HYBRID 225 GT PACK E-EAT8,2020,19 126 km,17,44 430 €
BMW X2 F39,(F39) SDRIVE20DA M SPORT,2020,64 532 km,31,44 890 €
CITROEN C3 (2E GENERATION),II (2) 1.6 BLUEHDI 75 CONFORT,2015,156 550 km,95,7 280 €
MINI MINI 3 3P,III 1.5 COOPER 136 EDITION HEDDON STREET DCT7,2018,14 329 km,06,31 040 €
RENAULT CLIO 4,IV 1.5 DCI 75 ENERGY BUSINESS,2015,103 413 km,68,12 860 €
SUZUKI ACROSS,2.5 HYBRIDE RECHARGEABLE 1ERE EDITION,2022,4 013 km,07,62 080 €
VOLKSWAGEN GOLF 8,VIII 1.5 ETSI OPF 150 R-LINE DSG7,2022,22 624 km,76,39 660 €
BMW X6 F96 M,(F96) 4.4 625 M COMPETITION BVA8,2021,18 352 km,69,189 590 €
VOLKSWAGEN GOLF 7,VII (2) 1.4 TSI GTE DSG6 5P,2019,39 803 km,69,33 910 €
PEUGEOT 3008 (2E GENERATION),II 1.6 THP 165 S&S GT LINE EAT6,2017,52 338 km,13,32 430 €
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 110 S&S STYLE,2018,71 537 km,11,16 630 €
MERCEDES CLASSE C 4 SW,BREAK 220 D 9G-TRONIC AMG LINE,2020,9 480 km,29,57 580 €
BMW SERIE 2 F46 GRAN TOURER,(F46) GRAN TOURER 220D LUXURY BVA8,2014,104 006 km,59,21 620 €
RENAULT TRAFIC 3,III FOURGON CONFORT L1H1 1000 DCI 120 E6,2019,93 356 km,24,23 340 €
BMW X6 G06,(G06) XDRIVE30D 265 M SPORT BVA8,2020,32 970 km,63,90 070 €
BMW SERIE 5 G30,(G30) M550DA XDRIVE 400,2016,138 401 km,44,57 470 €
SKODA KAMIQ,1.0 TSI 110 STYLE DSG7,2020,7 500 km,17,31 860 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 75 S&S 83G FEEL BUSINESS,2017,58 418 km,38,14 610 €
ALFA ROMEO GIULIA 2,II (2) 2.0 TB 200 SPRINT AT8,2020,2 220 km,73,52 940 €
LEXUS UX,250H PREMIUM EDITION MY20 2WD,2020,7 700 km,92,35 090 €
VOLKSWAGEN SCIROCCO 2,II 2.0 TDI 140 FAP SPORTLINE,2011,211 738 km,31,11 780 €
NISSAN X-TRAIL 3,III 1.6 DCI 130 N-CONNECTA,2016,99 401 km,31,21 530 €
PEUGEOT 2008,(2) 1.2 PURETECH 110 S&S 5CV GT LINE,2017,74 338 km,38,19 820 €
BMW X1 F48,(F48) (2) SDRIVE18I 136 M SPORT DKG7,2020,11 200 km,14,45 340 €
CITROEN C3 AIRCROSS,1.2 PURETECH 110 6CV S&S FEEL PACK BUSINESS BV6,2022,17 065 km,13,21 760 €
RENAULT CAPTUR 2,II 1.0 TCE 90 ENERGY INTENS MY21,2022,6 573 km,10,24 290 €
CHEVROLET SPARK,1.0 65 GPL,1999,84 956 km,39,6 230 €
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK,2022,12 413 km,82,31 850 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S ELLE,2017,34 120 km,68,16 620 €
ALFA ROMEO GIULIETTA 3,III (3) 1.4 TB MULTIAIR 150 S/S IMOLA,2016,60 530 km,49,22 580 €
PEUGEOT 308 (2E GENERATION) GTI,II 1.6 THP 270 S&S GTI,2015,83 960 km,10,24 740 €
MINI MINI 3 3P,III 1.5 ONE 102 EDITION HEDDON STREET DCT7,2019,63 310 km,92,22 120 €
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE 7G-DCT,2017,57 766 km,38,30 540 €
DS DS 4,(2) 1.6 BLUEHDI 120 S&S SO CHIC BV6,2016,84 917 km,77,16 360 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 40 E-TRON DESIGN LUXE S TRONIC,2019,29 065 km,78,41 800 €
MERCEDES CITAN,1.5 109 CDI 90 LONG,2013,192 125 km,28,13 730 €
FERRARI PORTOFINO,3.9 V8 GT TURBO 600,2019,37 339 km,06,250 580 €
FORD FOCUS 4,IV 1.0 ECOBOOST 125 MHEV TITANIUM X 5P,2021,26 346 km,21,20 500 €
NISSAN JUKE 2,II 1.0 DIG-T 114 ACENTA DCT,2022,12 567 km,33,24 400 €
PEUGEOT 3008,(2) 1.2 PURETECH 130 S&S ALLURE,2016,147 303 km,14,11 680 €
VOLKSWAGEN T-CROSS,1.0 TSI 110 ACTIVE DSG,2020,22 684 km,69,25 420 €
CITROEN C1 (2E GENERATION),II 1.0 VTI 68 LIVE 3P,2018,56 135 km,30,7 070 €
FIAT 500 (3E GENERATION),III 42KWH ICONE,2020,6 698 km,25,26 430 €
AUDI A3 (3E GENERATION),III (2) 1.5 TFSI 150 COD SPORT,2017,49 661 km,30,24 070 €
PEUGEOT 208,(2) 1.2 PURETECH 82 S&S ACTIVE 5P,2018,16 897 km,77,13 890 €
BMW SERIE 3 G20,(G20) 320DA H 190 M SPORT,2021,16 502 km,44,54 660 €
BMW SERIE 3 G21 TOURING,(G21) 318D 150 M SPORT BVA8,2019,15 180 km,31,51 700 €
MERCEDES CLA 2 SHOOTING BRAKE,II SHOOTING BRAKE 200 D 8CV AMG LINE 8G-DCT,2019,27 500 km,24,45 980 €
OPEL ASTRA 5,V (2) 1.5 DIESEL 122 OPEL 2020,2019,36 533 km,13,18 300 €
MERCEDES CLA,(2) 220 D 10CV SENSATION 7G-DCT,2017,73 871 km,38,28 560 €
BMW X2 F39,(F39) XDRIVE20D M SPORT BVA8,2017,70 124 km,31,41 920 €
RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS EDC,2018,64 413 km,66,15 940 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S STYLE,2020,18 601 km,17,19 190 €
VOLKSWAGEN TIGUAN 2,II (2) 2.0 TDI 150 8CV R-LINE DSG7,2020,15 561 km,30,53 690 €
PORSCHE BOXSTER 3 TYPE 981,III (981) 3.4 330 GTS PDK,2015,38 525 km,31,91 880 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,2021,22 117 km,47,32 380 €
JEEP COMPASS 2,II (2) 1.3 GSE T4 150 BVR6 LIMITED,2020,1 830 km,38,42 020 €
FIAT 500 X,(4) 1.0 FIREFLY TURBO T3 120 SPORT,2023,11 km,11,27 420 €
PORSCHE PANAMERA 2,II 4 E-HYBRID 5PL,2017,40 407 km,31,121 680 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 LOUNGE,2018,41 730 km,30,12 290 €
MINI COUNTRYMAN 2,II COOPER D EXQUISITE 150 BV6,2019,68 694 km,31,26 730 €
CITROEN GRAND C4 PICASSO 2,II 1.6 E-HDI 115 EXCLUSIVE ETG6,2014,169 283 km,77,11 000 €
CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 130 7CV S&S SHINE EAT6,2022,12 km,39,30 230 €
MASERATI LEVANTE,3.0 V6 S Q4 33CV GRANLUSSO AUTO,2021,162 km,51,103 570 €
BMW SERIE 4 F32,(F32) COUPE 435DA XDRIVE 313 SPORT,2015,136 216 km,75,35 300 €
BMW SERIE 2 F46 GRAN TOURER,(F46) (2) GRAN TOURER 218DA BUSINESS DESIGN,2019,42 401 km,31,32 130 €
FIAT TIPO 2 SW,II SW 1.6 MULTIJET 120 S/S EASY,2017,58 520 km,34,14 670 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 140I M PERFORMANCE BVA8 5P,2018,96 657 km,75,39 780 €
SKODA SUPERB 2,II (2) 2.0 TDI 140 GREENTEC ELEGANCE DSG,2013,93 928 km,33,18 580 €
RENAULT MEGANE 4 ESTATE,IV (2) ESTATE 1.5 DCI 115 BLUE BUSINESS,2019,81 988 km,78,19 110 €
VOLKSWAGEN POLO 6,VI 1.0 65 TRENDLINE BUSINESS,2017,66 307 km,77,13 090 €
DS DS 3 CROSSBACK,E-TENSE 50KWH CONNECTED CHIC AUTO,2022,9 049 km,13,34 860 €
BMW SERIE 3 G20,(G20) 318DA 150 8CV M SPORT,2019,13 009 km,14,47 780 €
BMW SERIE 3 F30,(F30) (2) 318DA 150 M SPORT ULTIMATE,2018,70 670 km,95,39 000 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I M SPORT,2020,36 180 km,14,24 620 €
PEUGEOT RIFTER,1.5 BLUEHDI 130 S&S GT LINE EAT8,2019,38 753 km,17,38 720 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 2.0 TDI 190 S LINE QUATTRO S TRONIC,2016,112 459 km,51,29 050 €
JEEP COMPASS 2,II 1.4 MULTIAIR 140 LIMITED,2018,53 474 km,30,21 640 €
FIAT 500 X,(2) 1.0 FIREFLY T T3 120 CITY CROSS BUSINESS,2017,13 642 km,78,21 440 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S 7CV GT EAT8,2022,4 140 km,84,45 580 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 190 BLUEMOTION TECHNOLOGY CARAT 4MOTION DSG7,2016,88 809 km,78,37 800 €
DS DS 3 CROSSBACK,1.2 PURETECH 130 PERFORMANCE LINE AUTOMATIQUE,2018,22 759 km,38,33 040 €
SEAT IBIZA 5,V 1.6 TDI 95 STYLE BUSINESS,2020,2 220 km,30,19 960 €
CITROEN C4 (2E GENERATION),II (2) 1.2 PURETECH 110 MILLENIUM,2016,37 273 km,72,18 730 €
MAZDA 3 (4E GENERATION),IV 2.0 SKYACTIV-G M HYBRID 122 SPORTLINE BVM6,2020,52 787 km,42,22 990 €
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT EAT8,2022,11 km,78,32 940 €
DS DS 3 CROSSBACK,1.2 PURETECH 100 GRAND CHIC,2018,21 926 km,40,29 140 €
CITROEN C4 CACTUS,(2) 1.5 BLUEHDI 100 S&S SHINE BV6,2019,9 595 km,42,22 120 €
NISSAN QASHQAI 2,II 1.3 DIG-T 140 N-CONNECTA,2020,156 km,55,34 750 €
HYUNDAI IONIQ,(2) HYBRID CREATIVE,2022,30 888 km,39,31 230 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE BUSINESS,2017,99 450 km,34,24 450 €
AUDI A4 (5E GENERATION) AVANT,V (3) AVANT 35 TFSI 150 AVUS S TRONIC 7,2020,20 184 km,76,47 030 €
BMW SERIE 2 F44 GRAN COUPE,(F44) GRAN COUPE 218I M SPORT AUTO 7,2020,18 759 km,38,39 840 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 ECO PACK LOUNGE,2020,22 639 km,34,12 060 €
VOLKSWAGEN POLO 6,VI 1.6 TDI 80 CONFORTLINE BUSINESS,2020,28 646 km,30,19 930 €
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE,2022,3 km,33,26 970 €
PEUGEOT 5008 (2E GENERATION),II 1.6 BLUEHDI 120 S&S ALLURE EAT6,2016,83 909 km,17,26 620 €
TOYOTA PROACE 2 VERSO,II ELECTRIC MEDIUM 75KWH EXECUTIVE,2020,4 095 km,94,56 370 €
PEUGEOT 2008,(2) 1.5 BLUEHDI 100 ACTIVE E6,2018,50 741 km,30,18 140 €
AUDI S5,(2) 3.0 V6 TFSI 333 QUATTRO S TRONIC,2011,78 614 km,06,30 130 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,2022,10 680 km,30,19 220 €
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S SHINE BV6,2021,28 994 km,30,26 430 €
PEUGEOT RCZ,1.6 THP 156 BVM6,2011,67 656 km,44,16 460 €
BMW SERIE 8 G15,(G15) 840DA 320 XDRIVE M SPORT TECHNIC,2019,45 580 km,01,72 820 €
HYUNDAI TUCSON 3,III (2) 1.6 CRDI 136 EXECUTIVE DCT-7,2017,72 441 km,78,32 480 €
VOLKSWAGEN GOLF 8,VIII 1.0 TSI OPF 110 LIFE BV6,2020,21 775 km,34,24 890 €
BMW SERIE 4 F36 GRAN COUPE,(F36) GRAN COUPE 420D 190 M SPORT BV6,2016,125 908 km,51,27 710 €
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ACTIVE,2020,11 km,68,27 340 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S FEEL,2017,31 634 km,30,14 170 €
MINI COUNTRYMAN 2,II ONE D 116 EDITION OAKWOOD BVA7,2017,36 842 km,38,30 400 €
FIAT 850 COUPE,COUPE,1967,109 255 km,38,17 530 €
CITROEN C-ELYSEE,(2) 1.2 PURETECH 82 LIVE,2020,42 727 km,45,10 160 €
RENAULT TWINGO 3,III (2) 0.9 TCE 95 INTENS,2018,29 503 km,77,14 260 €
TOYOTA COROLLA 12,DESIGN MY20 122H,2021,14 298 km,10,24 320 €
VOLVO V40 (2E GENERATION) CROSS COUNTRY,II (2) CROSS COUNTRY D2 120 OVERSTA EDITION,2016,66 434 km,95,20 630 €
VOLKSWAGEN GOLF 7,VII (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONNECT DSG7 5P,2021,23 868 km,84,28 340 €
CITROEN C3 AIRCROSS,1.5 BLUEHDI 100 S&S SHINE BV6,2020,73 340 km,42,17 160 €
MINI MINI 3 3P,III 1.5 ONE 75 FINITION SALT II,2020,17 743 km,95,20 120 €
BMW SERIE 4 F36 GRAN COUPE,(F36) GRAN COUPE 430D XDRIVE 258 LUXURY BVA8,2018,85 095 km,31,43 560 €
MITSUBISHI ASX,(2) 1.8 DI-D 150 CLEARTEC 4WD INVITE,2012,186 687 km,74,9 520 €
CITROEN C3 (2E GENERATION),II (2) 1.0 PURETECH 68 ATTRACTION,2015,20 209 km,78,10 430 €
BMW SERIE 4 F32,(F32) COUPE 440IA XDRIVE 326 M SPORT,2019,23 669 km,13,76 160 €
MINI COUNTRYMAN 2,II COOPER 136 EDITION OAKWOOD BV6,2020,49 418 km,76,29 130 €
AUDI Q2,(2) 35 TFSI 150 DESIGN S TRONIC,2020,23 811 km,31,34 220 €
JEEP RENEGADE,2.0 MULTIJET S&S 140 AWD LIMITED ADVANCED TECHNO,2015,83 470 km,69,24 380 €
ALFA ROMEO STELVIO,2.2 DIESEL 180 STELVIO AT8,2017,53 492 km,49,32 530 €
AUDI RS Q3,(2) 2.5 TFSI 340 QUATTRO S TRONIC,2017,60 030 km,67,51 630 €
MINI MINI 3 5P,III 1.5 136 COOPER 5P,2017,68 802 km,57,16 170 €
VOLKSWAGEN T-CROSS,1.0 TSI 95 ACTIVE,2020,13 843 km,69,21 770 €
CITROEN C5 AIRCROSS,1.6 HYBRIDE 225 S&S C-SERIES E-EAT8,2022,6 105 km,47,45 780 €
FIAT 500 (2E GENERATION),II 1.2 8V 69 LOUNGE,2016,76 117 km,92,8 030 €
NISSAN QASHQAI 2,II (2) 1.6 DIG-T 163 TEKNA,2018,159 122 km,69,15 580 €
CHEVROLET CAMARO 6,VI COUPE 2.0 EDITION 50EME ANNIVERSAIRE 8AT,2018,47 553 km,67,68 840 €
PEUGEOT 5008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE PACK EAT8,2022,12 km,55,41 380 €
SMART FORTWO 3,III 0.9 90 PRIME BVA6,2015,27 217 km,78,18 540 €
BMW X1 F48,(F48) XDRIVE20D BUSINESS BVA8,2015,44 526 km,69,29 940 €
DODGE RAM,1500 5.7 V8 390 HEMI CREW CAB LARAMIE SPORT,2023,23 km,67,91 080 €
LEXUS RX 4,IV 450H 4WD EXECUTIVE,2018,96 075 km,29,39 880 €
VOLKSWAGEN TIGUAN 2,II 1.5 TSI 150 EVO IQ.DRIVE DSG7,2020,48 077 km,78,38 110 €
MERCEDES GLA AMG,45 AMG 4MATIC BVA7,2016,47 095 km,74,42 140 €
PEUGEOT 3008 (2E GENERATION),II 1.6 BLUEHDI 120 S&S EURO6 ACTIVE BUSINESS,2018,83 431 km,38,20 980 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S SHINE EAT6,2017,92 392 km,63,16 950 €
PEUGEOT 2008,(2) 1.6 BLUEHDI 100 S&S ALLURE BUSINESS,2016,159 194 km,69,13 400 €
VOLVO XC60 (2E GENERATION),II T8 TWIN ENGINE 320 R-DESIGN GEARTRONIC 8,2016,81 765 km,06,50 480 €
HYUNDAI SANTA FE 3,III 2.2 CRDI 197 4WD PACK PREMIUM BVA,2014,234 094 km,49,17 200 €
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S C-SERIES EAT8,2022,22 248 km,40,36 950 €
MERCEDES CLASSE C 4,IV 220 D SPORTLINE 4MATIC 7G-TRONIC PLUS,2019,45 780 km,69,32 680 €
MERCEDES CLASSE A 4,IV 250 E 8CV AMG LINE 8G-DCT,2022,3 472 km,38,58 260 €
AUDI A5 SPORTBACK (2E GENERATION),II SPORTBACK 40 TDI 190 S LINE S TRONIC 7 5PL,2018,68 490 km,76,40 680 €
KIA NIRO,(2) 1.6 GDI 105 ISG HYBRIDE ACTIVE BUSINESS DCT6,2021,27 804 km,78,25 900 €
BMW X3 G01,(G01) (2) XDRIVE30E 292 BUSINESS DESIGN BVA8,2020,12 500 km,38,69 870 €
BMW SERIE 3 E90,(E90) 330XDA 231 SPORT DESIGN,2010,298 152 km,74,11 050 €
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S 7CV STYLE EAT8,2022,11 950 km,82,27 140 €
FORD FIESTA 6 ST,VI 1.5 ECOBOOST 200 S&S ST PACK 3P,2019,60 669 km,69,22 800 €
JEEP RENEGADE,(2) 1.3 GSE T4 190 4XE LIMITED,2022,12 km,92,40 560 €
CITROEN C3 (3E GENERATION),III 1.5 BLUEHDI 100 S&S FEEL BV6,2019,25 112 km,78,14 540 €
FIAT 500 X,(2) 1.0 FIREFLY T T3 120 LOUNGE,2019,24 493 km,34,21 510 €
PEUGEOT 508 (2E GENERATION) PSE,II 1.6 HYBRID4 360 PSE E-EAT8,2020,8 347 km,47,59 380 €
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S SHINE EAT8,2022,18 966 km,25,30 400 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S STYLE,2022,19 810 km,17,21 930 €
BMW SERIE 1 F40,(F40) 118D 150 8CV M SPORT BVA,2022,28 710 km,31,43 420 €
KIA STONIC,(2) 1.0 T-GDI 100 ACTIVE,2020,113 km,71,22 430 €
BMW X1 F48,(F48) XDRIVE20I M SPORT BVA8,2017,47 909 km,47,36 460 €
FORD TRANSIT 4,IV (2) TRANSIT CHC P350 L3 2.0 ECOBLUE 130 S&S TREND BUSINESS,2023,2 420 km,82,48 270 €
MERCEDES CLASSE B 2,II (2) 200 D BUSINESS EDITION 7G-DCT,2020,106 290 km,35,20 410 €
PEUGEOT 308 (2E GENERATION) GTI,II 1.6 THP 270 S&S GTI,2015,121 875 km,68,29 980 €
CITROEN BERLINGO 3 MULTISPACE,III TAILLE XL 1.5 BLUEHDI 100 S&S FEEL,2020,55 645 km,77,25 500 €
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE 7G-DCT 100G,2019,14 617 km,95,39 540 €
FORD FOCUS 3,III (2) 1.5 TDCI 120 S&S TITANIUM 5P,2016,82 124 km,34,14 230 €
BMW X3 G01,(G01) SDRIVE18DA 150 H XLINE,2021,17 427 km,76,56 750 €
PEUGEOT 108,1.0 VTI 68 ALLURE TOP! ETG5 5P,2014,44 539 km,33,13 350 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) (2) ACTIVE TOURER 225XEA LUXURY,2017,60 859 km,06,32 120 €
PEUGEOT 108,1.0 S&S 68 COLLECTION ETG5 5P,2016,17 140 km,77,13 060 €
TESLA MODEL S,70 KWH DUAL MOTOR,2015,64 004 km,69,59 980 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 SPORT,2020,8 046 km,38,13 920 €
VOLKSWAGEN ID.4,77 KWH PRO PERFORMANCE,2022,107 km,30,54 450 €
BMW X6 F16,(F16) XDRIVE30D 258 EDITION BVA8,2018,78 991 km,14,52 880 €
FERRARI 575M MARANELLO SUPERAMERICA,SUPERAMERICA V12 540 F1,2006,20 663 km,68,370 040 €
BMW X1 F48,(F48) (2) SDRIVE16D XLINE DKG7,2019,19 886 km,95,42 680 €
VOLKSWAGEN POLO 6,VI 1.6 TDI 80 CONFORTLINE BUSINESS,2020,24 717 km,77,18 220 €
OPEL CROSSLAND X,1.5 DIESEL 120 INNOVATION AUTO,2018,55 893 km,42,19 040 €
VOLKSWAGEN T-ROC,2.0 TDI 150 R-LINE DSG7,2023,10 413 km,30,45 510 €
AUDI Q3,(2) 2.0 TDI 150 ULTRA BUSINESS LINE,2017,107 276 km,14,24 060 €
AUDI Q2,(2) 35 TFSI 150 DESIGN S TRONIC,2022,15 970 km,64,34 450 €
TOYOTA SUPRA MKV,MKV 3.0 TURBO 340 GR BVA8,2020,15 180 km,31,70 780 €
SEAT LEON 3,III (2) 1.0 TSI 115 START/STOP STYLE,2019,15 863 km,17,19 450 €
